-0.488644,-0.490655,-0.511833,-0.480610,-0.483750,-0.519858,-0.485950,-0.492172,-0.502148,-0.488486,-0.490080,-0.505897,-0.488649,-0.493674,-0.513858,-0.475360,-0.491173,-0.518770,-0.484095,-0.479503,-0.520354,-0.484236,-0.488536,-0.504762,-0.488055,-0.497980,-0.497803,-0.488475,-0.491654,-0.518220,-0.488671,-0.489764,-0.502320,-0.483537,-0.484557,-0.516912,-0.478654,-0.482872,-0.521935,-0.486972,-0.494572,-0.500773,-0.485212,-0.492830,-0.504119,-0.490133,-0.488514,-0.513096,-0.486094,-0.494484,-0.509949,-0.482279,-0.484693,-0.507151,-0.479083,-0.487767,-0.530745,-0.487482,-0.492820,-0.504547,-0.483627,-0.488401,-0.498883
-0.542589,-0.533223,-0.550525,-0.527400,-0.531110,-0.558259,-0.535615,-0.528000,-0.536678,-0.538633,-0.539978,-0.543672,-0.545743,-0.529639,-0.552629,-0.519777,-0.540922,-0.555025,-0.532248,-0.527628,-0.560288,-0.531678,-0.526716,-0.546408,-0.539951,-0.532220,-0.524910,-0.539332,-0.532865,-0.563967,-0.547523,-0.534070,-0.532203,-0.524119,-0.533183,-0.554907,-0.530555,-0.529964,-0.560880,-0.535838,-0.531911,-0.537406,-0.535610,-0.524076,-0.536307,-0.541892,-0.529392,-0.556577,-0.544346,-0.535266,-0.542061,-0.529101,-0.540634,-0.541819,-0.527832,-0.527742,-0.572590,-0.537607,-0.528785,-0.537637,-0.532998,-0.525323,-0.535156
-0.451985,-0.457014,-0.465039,-0.452624,-0.451723,-0.483282,-0.441060,-0.445247,-0.486446,-0.449444,-0.427015,-0.491839,-0.452989,-0.460144,-0.454207,-0.460625,-0.447732,-0.490791,-0.449315,-0.453725,-0.478060,-0.437428,-0.431019,-0.482694,-0.445292,-0.459936,-0.486971,-0.449658,-0.450710,-0.448518,-0.453617,-0.463393,-0.490303,-0.458244,-0.452984,-0.484904,-0.448695,-0.448788,-0.481148,-0.430508,-0.437392,-0.489644,-0.451737,-0.469348,-0.482252,-0.451185,-0.458241,-0.456300,-0.453700,-0.443095,-0.476886,-0.453333,-0.441930,-0.521534,-0.454698,-0.448347,-0.446110,-0.433705,-0.442489,-0.489702,-0.449147,-0.453606,-0.482142
-0.358933,-0.381136,-0.390920,-0.359960,-0.363213,-0.394353,-0.374297,-0.373485,-0.366903,-0.368816,-0.369355,-0.365590,-0.352833,-0.397105,-0.403750,-0.353493,-0.350449,-0.397056,-0.363064,-0.366296,-0.393158,-0.372689,-0.379053,-0.369414,-0.375803,-0.363738,-0.364075,-0.358277,-0.405885,-0.388301,-0.359647,-0.361233,-0.391327,-0.348643,-0.360568,-0.388152,-0.369939,-0.366680,-0.400020,-0.373655,-0.380534,-0.355989,-0.375253,-0.384769,-0.379658,-0.355135,-0.397450,-0.385998,-0.363637,-0.362427,-0.397555,-0.360175,-0.363047,-0.370405,-0.353311,-0.367841,-0.416127,-0.378660,-0.364373,-0.356512,-0.370413,-0.377755,-0.379397
-0.411125,-0.422065,-0.429794,-0.425863,-0.412806,-0.415919,-0.414596,-0.427386,-0.421274,-0.413330,-0.430480,-0.440074,-0.410917,-0.416490,-0.423495,-0.423598,-0.420351,-0.413635,-0.427386,-0.408589,-0.416524,-0.413045,-0.419679,-0.420011,-0.416494,-0.438576,-0.419187,-0.406512,-0.424417,-0.447855,-0.416242,-0.411617,-0.408008,-0.425194,-0.425122,-0.427375,-0.427433,-0.403302,-0.406021,-0.416214,-0.425221,-0.421735,-0.413248,-0.427816,-0.422779,-0.409101,-0.415690,-0.429447,-0.414754,-0.425542,-0.430142,-0.420201,-0.414133,-0.397881,-0.431504,-0.414578,-0.432065,-0.414800,-0.425949,-0.408345,-0.414499,-0.425861,-0.436842
-0.494665,-0.488864,-0.507964,-0.486166,-0.482391,-0.518922,-0.487379,-0.493440,-0.505025,-0.495186,-0.487585,-0.511293,-0.495710,-0.487302,-0.506104,-0.483300,-0.487452,-0.518770,-0.488488,-0.480287,-0.518875,-0.483907,-0.487504,-0.511009,-0.491375,-0.503741,-0.495996,-0.492521,-0.485766,-0.512731,-0.497233,-0.490823,-0.502320,-0.484772,-0.483416,-0.516912,-0.487764,-0.480196,-0.520242,-0.485754,-0.492856,-0.506007,-0.489175,-0.498274,-0.504119,-0.494164,-0.481904,-0.509751,-0.495883,-0.494783,-0.505361,-0.484115,-0.480039,-0.518707,-0.488454,-0.482218,-0.518010,-0.486685,-0.490449,-0.506289,-0.488367,-0.501784,-0.503151
-0.487044,-0.485269,-0.509717,-0.489930,-0.486079,-0.520770,-0.480054,-0.488685,-0.497654,-0.485052,-0.483704,-0.485377,-0.488065,-0.477546,-0.522028,-0.479097,-0.494425,-0.522908,-0.495960,-0.482591,-0.519174,-0.480871,-0.479177,-0.510387,-0.481813,-0.504448,-0.482448,-0.475560,-0.497340,-0.542839,-0.493488,-0.482022,-0.468564,-0.485357,-0.484900,-0.515684,-0.494705,-0.487591,-0.524401,-0.482158,-0.487528,-0.522247,-0.480693,-0.488368,-0.467435,-0.484993,-0.474727,-0.513128,-0.490593,-0.498442,-0.504886,-0.491757,-0.493837,-0.504712,-0.490534,-0.474839,-0.534820,-0.483044,-0.491615,-0.513670,-0.476874,-0.482594,-0.477711
-0.511693,-0.521362,-0.532932,-0.508232,-0.509468,-0.541376,-0.510293,-0.514050,-0.525470,-0.514418,-0.523623,-0.528548,-0.510586,-0.525264,-0.534435,-0.504470,-0.513521,-0.541035,-0.510980,-0.507388,-0.541359,-0.507328,-0.510856,-0.527045,-0.513631,-0.517274,-0.522205,-0.511407,-0.522629,-0.537350,-0.512292,-0.521187,-0.526195,-0.510264,-0.509736,-0.538903,-0.506962,-0.508510,-0.543027,-0.506551,-0.516087,-0.523991,-0.515447,-0.516064,-0.527520,-0.513540,-0.518572,-0.533196,-0.508452,-0.529216,-0.532411,-0.511901,-0.513732,-0.531676,-0.505917,-0.511012,-0.549375,-0.510200,-0.514834,-0.527602,-0.510054,-0.510315,-0.522518
-0.172045,-0.166713,-0.228356,-0.156433,-0.177265,-0.214646,-0.181943,-0.197515,-0.202332,-0.167988,-0.173506,-0.268521,-0.172623,-0.160287,-0.204716,-0.143875,-0.145973,-0.189910,-0.166279,-0.199230,-0.227493,-0.189052,-0.207399,-0.187204,-0.175504,-0.191940,-0.216766,-0.169372,-0.167111,-0.243248,-0.177172,-0.144392,-0.210056,-0.151455,-0.184241,-0.219095,-0.157285,-0.169589,-0.209900,-0.173320,-0.199790,-0.206756,-0.190646,-0.191431,-0.196132,-0.171392,-0.154072,-0.230312,-0.172421,-0.195489,-0.225604,-0.158170,-0.176974,-0.191922,-0.160428,-0.186976,-0.235650,-0.190144,-0.203518,-0.194213,-0.172340,-0.178091,-0.212148
-0.295363,-0.294664,-0.321820,-0.269197,-0.282758,-0.336356,-0.288700,-0.282911,-0.330507,-0.294069,-0.321675,-0.338108,-0.297816,-0.276707,-0.315656,-0.279434,-0.290164,-0.343207,-0.264514,-0.278916,-0.331622,-0.284940,-0.279693,-0.329636,-0.294016,-0.298247,-0.330627,-0.296843,-0.280578,-0.318104,-0.295707,-0.322008,-0.330377,-0.265565,-0.291502,-0.336955,-0.272261,-0.280249,-0.335053,-0.280014,-0.271684,-0.329945,-0.299326,-0.315778,-0.330915,-0.292120,-0.299721,-0.319009,-0.301558,-0.271676,-0.325579,-0.261535,-0.275842,-0.371942,-0.275519,-0.278888,-0.302019,-0.280321,-0.281337,-0.329145,-0.300110,-0.300303,-0.331963
