0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,0.051961,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.011158,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,0.357464
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,3.267189,3.58661
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,2.132578,2.542487
0.431415,0.577328,0.569216,-0.126508,2.097803,-0.085284,-0.452992,0.050423
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.351355,-0.272029
0.431415,0.577328,0.569216,-0.126508,3.950206,-0.085284,-0.436506,-0.272029
0.431415,0.577328,0.569216,-0.126508,1.127349,-0.085284,0.685199,1.844716
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.232333,-0.264813
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,1.639933
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,0.4826,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.134096,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,0.948388
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,0.320517,0.418295
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,2.595472,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,2.905267,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.391192,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,3.561025,-0.272029
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,3.354577,3.544156
0.431415,0.577328,0.569216,-0.126508,-0.146226,-0.085284,-0.452992,2.106005
0.507091,0.663722,1.245133,-0.126508,-0.146226,-0.085284,0.933524,-0.272029
0.632581,0.695051,1.724225,-0.126508,-0.146226,-0.085284,0.339303,-0.272029
0.591845,0.622413,0.959056,-0.126508,-0.146226,-0.085284,-0.452992,0.47712
0.713986,0.837464,1.826724,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.556769,0.591738,1.180405,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.587756,0.634356,0.762438,-0.126508,-0.146226,-0.085284,1.000947,-0.272029
0.65634,0.594765,1.593575,-0.126508,3.539497,-0.085284,-0.452992,-0.272029
0.539123,0.636973,1.104362,-0.126508,1.226731,-0.085284,0.63842,0.706662
0.567487,0.651207,1.151818,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,5.197251,-0.146226,-0.085284,-0.452992,-0.272029
0.56863,0.663313,1.49101,3.056741,-0.146226,-0.085284,0.53312,-0.272029
0.544541,0.641227,0.9716,-0.126508,-0.146226,-0.085284,-0.271095,-0.272029
0.284477,0.482863,0.260438,-0.126508,1.514153,-0.085284,-0.452992,-0.272029
0.431415,0.577328,0.569216,-0.126508,2.930809,-0.085284,-0.452992,-0.272029
0.551088,0.664785,0.87814,-0.126508,1.686197,-0.085284,-0.452992,2.76938
0.601684,0.708139,1.634123,-0.126508,-0.146226,-0.085284,-0.452992,2.994486
0.66692,0.577423,1.178289,-0.126508,-0.146226,-0.085284,1.245485,-0.272029
0.499109,0.623885,1.08082,-0.126508,-0.146226,-0.085284,0.43853,-0.272029
0.581062,0.698814,1.118342,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.555531,0.625767,0.454825,-0.126508,-0.146226,-0.085284,0.842239,-0.272029
0.665464,0.637791,1.146842,-0.126508,-0.146226,-0.085284,-0.279747,1.87588
0.503747,0.585112,1.085456,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.531623,0.648425,0.704218,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.4887,0.592311,1.148407,-0.126508,-0.146226,-0.085284,0.167572,0.112771
0.530344,0.628466,0.858623,-0.126508,-0.146226,-0.085284,0.215256,2.649336
0.554612,0.604335,0.743994,-0.126508,-0.146226,-0.085284,0.225597,-0.272029
0.514934,0.601145,1.008263,-0.126508,-0.146226,-0.085284,-0.372851,-0.272029
0.574584,0.646953,1.346563,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.527135,0.647117,1.212614,-0.126508,-0.146226,1.429357,0.108275,0.663018
0.583505,0.696851,1.431266,-0.126508,-0.146226,-0.085284,0.310924,-0.272029
0.624895,0.665276,0.950828,-0.126508,-0.146226,-0.085284,-0.452992,1.424493
0.490263,0.537505,0.206374,-0.126508,-0.146226,-0.085284,1.44565,-0.272029
0.781941,0.804008,1.792284,-0.126508,-0.146226,-0.085284,1.531672,-0.272029
0.52564,0.683763,1.20726,-0.126508,-0.146226,-0.085284,1.637865,-0.272029
0.518124,0.615706,1.274496,-0.126508,-0.146226,0.621857,0.983543,-0.272029
0.523841,0.580532,0.523546,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.543632,0.658569,0.964114,-0.126508,-0.146226,-0.085284,-0.129819,-0.272029
0.612904,0.660532,1.393422,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.572061,0.668712,1.029475,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.556171,0.638282,0.859646,-0.126508,-0.146226,-0.085284,1.256436,-0.272029
0.57617,0.645808,0.078789,-0.126508,-0.146226,-0.085284,-0.452992,-0.272029
0.503167,0.460941,0.270161,-0.126508,-0.146226,-0.085284,0.784301,-0.272029
